interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,version
TGFB2_ACVR1_TGFBR1,TGFb,TGFB2,ACVR1;TGFBR1;TGFBR2,,,,,Secreted Signaling,CellChatDB v1
TGFB3_ACVR1_TGFBR1,TGFb,TGFB3,ACVR1;TGFBR1;TGFBR2,,,,,Secreted Signaling,CellChatDB v1
BMP2_BMPR1A_ACVR2A,BMP,BMP2,BMPR1A;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP2_BMPR1A_ACVR2B,BMP,BMP2,BMPR1A;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP2_BMPR1A_BMPR2,BMP,BMP2,BMPR1A;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP2_BMPR1B_ACVR2A,BMP,BMP2,BMPR1B;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP2_BMPR1B_ACVR2B,BMP,BMP2,BMPR1B;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP2_BMPR1B_BMPR2,BMP,BMP2,BMPR1B;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP4_BMPR1A_ACVR2A,BMP,BMP4,BMPR1A;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP4_BMPR1A_ACVR2B,BMP,BMP4,BMPR1A;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP4_BMPR1A_BMPR2,BMP,BMP4,BMPR1A;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP4_BMPR1B_ACVR2A,BMP,BMP4,BMPR1B;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP4_BMPR1B_ACVR2B,BMP,BMP4,BMPR1B;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP4_BMPR1B_BMPR2,BMP,BMP4,BMPR1B;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF5_BMPR1A_ACVR2A,BMP,GDF5,BMPR1A;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF5_BMPR1A_ACVR2B,BMP,GDF5,BMPR1A;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF5_BMPR1A_BMPR2,BMP,GDF5,BMPR1A;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF5_BMPR1B_ACVR2A,BMP,GDF5,BMPR1B;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF5_BMPR1B_ACVR2B,BMP,GDF5,BMPR1B;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF5_BMPR1B_BMPR2,BMP,GDF5,BMPR1B;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF6_BMPR1A_ACVR2A,BMP,GDF6,BMPR1A;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF6_BMPR1A_ACVR2B,BMP,GDF6,BMPR1A;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF6_BMPR1A_BMPR2,BMP,GDF6,BMPR1A;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF6_BMPR1B_ACVR2A,BMP,GDF6,BMPR1B;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF6_BMPR1B_ACVR2B,BMP,GDF6,BMPR1B;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF6_BMPR1B_BMPR2,BMP,GDF6,BMPR1B;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF7_BMPR1A_ACVR2A,BMP,GDF7,BMPR1A;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF7_BMPR1A_ACVR2B,BMP,GDF7,BMPR1A;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF7_BMPR1A_BMPR2,BMP,GDF7,BMPR1A;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF7_BMPR1B_ACVR2A,BMP,GDF7,BMPR1B;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF7_BMPR1B_ACVR2B,BMP,GDF7,BMPR1B;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
GDF7_BMPR1B_BMPR2,BMP,GDF7,BMPR1B;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP15_BMPR1B_BMPR2,BMP,BMP15,BMPR1B;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP5_ACVR1_ACVR2A,BMP,BMP5,ACVR1;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP5_ACVR1_ACVR2B,BMP,BMP5,ACVR1;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP5_ACVR1_BMPR2,BMP,BMP5,ACVR1;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP5_BMPR1A_ACVR2A,BMP,BMP5,BMPR1A;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP5_BMPR1A_ACVR2B,BMP,BMP5,BMPR1A;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP5_BMPR1A_BMPR2,BMP,BMP5,BMPR1A;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP5_BMPR1B_ACVR2A,BMP,BMP5,BMPR1B;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP5_BMPR1B_ACVR2B,BMP,BMP5,BMPR1B;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP5_BMPR1B_BMPR2,BMP,BMP5,BMPR1B;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP6_ACVR1_ACVR2A,BMP,BMP6,ACVR1;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP6_ACVR1_ACVR2B,BMP,BMP6,ACVR1;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP6_ACVR1_BMPR2,BMP,BMP6,ACVR1;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP6_BMPR1A_ACVR2A,BMP,BMP6,BMPR1A;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP6_BMPR1A_ACVR2B,BMP,BMP6,BMPR1A;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP6_BMPR1A_BMPR2,BMP,BMP6,BMPR1A;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP6_BMPR1B_ACVR2A,BMP,BMP6,BMPR1B;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP6_BMPR1B_ACVR2B,BMP,BMP6,BMPR1B;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP6_BMPR1B_BMPR2,BMP,BMP6,BMPR1B;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP7_ACVR1_ACVR2A,BMP,BMP7,ACVR1;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP7_ACVR1_ACVR2B,BMP,BMP7,ACVR1;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP7_ACVR1_BMPR2,BMP,BMP7,ACVR1;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP7_BMPR1A_ACVR2A,BMP,BMP7,BMPR1A;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP7_BMPR1A_ACVR2B,BMP,BMP7,BMPR1A;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP7_BMPR1A_BMPR2,BMP,BMP7,BMPR1A;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP7_BMPR1B_ACVR2A,BMP,BMP7,BMPR1B;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP7_BMPR1B_ACVR2B,BMP,BMP7,BMPR1B;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP7_BMPR1B_BMPR2,BMP,BMP7,BMPR1B;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8A_ACVR1_ACVR2A,BMP,BMP8A,ACVR1;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8A_ACVR1_ACVR2B,BMP,BMP8A,ACVR1;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8A_ACVR1_BMPR2,BMP,BMP8A,ACVR1;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8A_BMPR1A_ACVR2A,BMP,BMP8A,BMPR1A;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8A_BMPR1A_ACVR2B,BMP,BMP8A,BMPR1A;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8A_BMPR1A_BMPR2,BMP,BMP8A,BMPR1A;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8A_BMPR1B_ACVR2A,BMP,BMP8A,BMPR1B;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8A_BMPR1B_ACVR2B,BMP,BMP8A,BMPR1B;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8A_BMPR1B_BMPR2,BMP,BMP8A,BMPR1B;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8B_ACVR1_ACVR2A,BMP,BMP8B,ACVR1;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8B_ACVR1_ACVR2B,BMP,BMP8B,ACVR1;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8B_ACVR1_BMPR2,BMP,BMP8B,ACVR1;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8B_BMPR1A_ACVR2A,BMP,BMP8B,BMPR1A;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8B_BMPR1A_ACVR2B,BMP,BMP8B,BMPR1A;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8B_BMPR1A_BMPR2,BMP,BMP8B,BMPR1A;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8B_BMPR1B_ACVR2A,BMP,BMP8B,BMPR1B;ACVR2A,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8B_BMPR1B_ACVR2B,BMP,BMP8B,BMPR1B;ACVR2B,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP8B_BMPR1B_BMPR2,BMP,BMP8B,BMPR1B;BMPR2,,NBL1;GREM1;GREM2;CHRD;NOG;BMP3;LEFTY1;LEFTY2,,BAMBI,Secreted Signaling,CellChatDB v1
BMP10_ACVRL1_BMPR2,BMP10,BMP10,ACVRL1;BMPR2,,,ENG,,Secreted Signaling,CellChatDB v1
BMP10_ACVRL1_ACVR2A,BMP10,BMP10,ACVRL1;ACVR2A,,,ENG,,Secreted Signaling,CellChatDB v1
GDF2_ACVRL1_BMPR2,BMP10,GDF2,ACVRL1;BMPR2,,,ENG,,Secreted Signaling,CellChatDB v1
GDF2_ACVRL1_ACVR2A,BMP10,GDF2,ACVRL1;ACVR2A,,,ENG,,Secreted Signaling,CellChatDB v1
GDF9_ACVR1B_BMPR2,GDF,GDF9,ACVR1B;BMPR2,,,,,Secreted Signaling,CellChatDB v1
GDF10_ACVR1B_ACVR2A,GDF,GDF10,ACVR1B;ACVR2A,,,,,Secreted Signaling,CellChatDB v1
GDF11_TGFBR1_ACVR2A,GDF,GDF11,TGFBR1;ACVR2A,,,,,Secreted Signaling,CellChatDB v1
GDF11_TGFBR1_ACVR2B,GDF,GDF11,TGFBR1;ACVR2B,,,,,Secreted Signaling,CellChatDB v1
GDF11_ACVR1B_ACVR2B,GDF,GDF11,ACVR1B;ACVR2B,,,,,Secreted Signaling,CellChatDB v1
GDF15_TGFBR2,GDF,GDF15,TGFBR2,,,,,Secreted Signaling,CellChatDB v1
MSTN_TGFBR1_ACVR2B,MSTN,MSTN,TGFBR1;ACVR2B,,,,,Secreted Signaling,CellChatDB v1
MSTN_ACVR1B_ACVR2B,MSTN,MSTN,ACVR1B;ACVR2B,,,,,Secreted Signaling,CellChatDB v1
MSTN_ACVR1B_ACVR2A,MSTN,MSTN,ACVR1B;ACVR2A,,,,,Secreted Signaling,CellChatDB v1
MSTN_TGFBR1_ACVR2A,MSTN,MSTN,TGFBR1;ACVR2A,,,,,Secreted Signaling,CellChatDB v1
AMH_AMHR2_ACVR1,AMH,AMH,AMHR2;ACVR1,,,,,Secreted Signaling,CellChatDB v1
AMH_AMHR2_BMPR1A,AMH,AMH,AMHR2;BMPR1A,,,,,Secreted Signaling,CellChatDB v1
GDNF_GFRA1,GDNF,GDNF,GFRA1;RET,,,,,Secreted Signaling,CellChatDB v1
NRTN_GFRA2,GDNF,NRTN,GFRA2;RET,,,,,Secreted Signaling,CellChatDB v1
ARTN_GFRA3,GDNF,ARTN,GFRA3;RET,,,,,Secreted Signaling,CellChatDB v1
PSPN_GFRA4,GDNF,PSPN,GFRA4;RET,,,,,Secreted Signaling,CellChatDB v1
ARTN_GFRA1,GDNF,ARTN,GFRA1;RET,,,,,Secreted Signaling,CellChatDB v1
NODAL_ACVR1B_ACVR2A,NODAL,NODAL,ACVR1B;ACVR2A;CFC1,FST,LEFTY1;LEFTY2;INHBA;INHBB;INHBC;INHBE,,,Secreted Signaling,CellChatDB v1
NODAL_ACVR1C_ACVR2A,NODAL,NODAL,ACVR1C;ACVR2A;CFC1,FST,LEFTY1;LEFTY2;INHBA;INHBB;INHBC;INHBE,,,Secreted Signaling,CellChatDB v1
NODAL_ACVR1B_ACVR2B,NODAL,NODAL,ACVR1B;ACVR2B;CFC1,FST,LEFTY1;LEFTY2;INHBA;INHBB;INHBC;INHBE,,,Secreted Signaling,CellChatDB v1
NODAL_ACVR1C_ACVR2B,NODAL,NODAL,ACVR1C;ACVR2B;CFC1,FST,LEFTY1;LEFTY2;INHBA;INHBB;INHBC;INHBE,,,Secreted Signaling,CellChatDB v1
GDF1_ACVR1B_ACVR2A,NODAL,GDF1,ACVR1B;ACVR2A;CFC1,FST,LEFTY1;LEFTY2;INHBA;INHBB;INHBC;INHBE,,,Secreted Signaling,CellChatDB v1
GDF1_ACVR1B_ACVR2B,NODAL,GDF1,ACVR1B;ACVR2B;CFC1,FST,LEFTY1;LEFTY2;INHBA;INHBB;INHBC;INHBE,,,Secreted Signaling,CellChatDB v1
GDF1_ACVR1C_ACVR2A,NODAL,GDF1,ACVR1C;ACVR2A;CFC1,FST,LEFTY1;LEFTY2;INHBA;INHBB;INHBC;INHBE,,,Secreted Signaling,CellChatDB v1
GDF1_ACVR1C_ACVR2B,NODAL,GDF1,ACVR1C;ACVR2B;CFC1,FST,LEFTY1;LEFTY2;INHBA;INHBB;INHBC;INHBE,,,Secreted Signaling,CellChatDB v1
GDF3_ACVR1B_ACVR2A,NODAL,GDF3,ACVR1B;ACVR2A;CFC1,FST,LEFTY1;LEFTY2;INHBA;INHBB;INHBC;INHBE,,,Secreted Signaling,CellChatDB v1
GDF3_ACVR1B_ACVR2B,NODAL,GDF3,ACVR1B;ACVR2B;CFC1,FST,LEFTY1;LEFTY2;INHBA;INHBB;INHBC;INHBE,,,Secreted Signaling,CellChatDB v1
GDF3_ACVR1C_ACVR2A,NODAL,GDF3,ACVR1C;ACVR2A;CFC1,FST,LEFTY1;LEFTY2;INHBA;INHBB;INHBC;INHBE,,,Secreted Signaling,CellChatDB v1
GDF3_ACVR1C_ACVR2B,NODAL,GDF3,ACVR1C;ACVR2B;CFC1,FST,LEFTY1;LEFTY2;INHBA;INHBB;INHBC;INHBE,,,Secreted Signaling,CellChatDB v1
INHBA_ACVR1B_ACVR2A,ACTIVIN,INHBA,ACVR1B;ACVR2A,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHBA_ACVR1B_ACVR2B,ACTIVIN,INHBA,ACVR1B;ACVR2B,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHBB_ACVR1B_ACVR2A,ACTIVIN,INHBB,ACVR1B;ACVR2A,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHBB_ACVR1B_ACVR2B,ACTIVIN,INHBB,ACVR1B;ACVR2B,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHBB_ACVR1C_ACVR2A,ACTIVIN,INHBB,ACVR1C;ACVR2A,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHBB_ACVR1C_ACVR2B,ACTIVIN,INHBB,ACVR1C;ACVR2B,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHBC_ACVR1B_ACVR2A,ACTIVIN,INHBC,ACVR1B;ACVR2A,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHBC_ACVR1B_ACVR2B,ACTIVIN,INHBC,ACVR1B;ACVR2B,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHBC_ACVR1C_ACVR2A,ACTIVIN,INHBC,ACVR1C;ACVR2A,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHBC_ACVR1C_ACVR2B,ACTIVIN,INHBC,ACVR1C;ACVR2B,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHBE_ACVR1B_ACVR2A,ACTIVIN,INHBE,ACVR1B;ACVR2A,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHBE_ACVR1B_ACVR2B,ACTIVIN,INHBE,ACVR1B;ACVR2B,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHBE_ACVR1C_ACVR2A,ACTIVIN,INHBE,ACVR1C;ACVR2A,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHBE_ACVR1C_ACVR2B,ACTIVIN,INHBE,ACVR1C;ACVR2B,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHBABB_ACVR1B_ACVR2A,ACTIVIN,INHBA;INHBB,ACVR1B;ACVR2A,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHBABB_ACVR1B_ACVR2B,ACTIVIN,INHBA;INHBB,ACVR1B;ACVR2B,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHBABB_ACVR1C_ACVR2A,ACTIVIN,INHBA;INHBB,ACVR1C;ACVR2A,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHB_ACVR1C_ACVR2B,ACTIVIN,INHBA;INHBB,ACVR1C;ACVR2B,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHABA_ACVR2A,ACTIVIN,INHA;INHBA,ACVR2A,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
INHABB_ACVR2B,ACTIVIN,INHA;INHBB,ACVR2B,,FST,,BAMBI,Secreted Signaling,CellChatDB v1
